Maize,location,group,GC_genic,GC_prom,avg_expression,tau,Ka,Ks,O,acr_Lup,acr_Ldown,acr_S,recomb,CHH_up_avg,CHH_down_avg,CHH_body_avg,CHG_up_avg,CHG_down_avg,CHG_body_avg,CG_up_avg,CG_down_avg,CG_body_avg,CHH_up_max,CHH_down_max,CHG_up_max,CHG_down_max,CG_up_max,CG_down_max,TEdist,TEdenseAvgUp,TEdenseAvgDown,TEdenseMaxUp,TEdenseMaxDown,TE1,TE2,TE3,TE4,H2AZ_down,H3K4me1_down,H3K4me3_down,H3K9ac_down,H3K27ac_down,H3K27me3_down,H3K36me3_down,H3K56ac_down,H2AZ_genebody,H3K4me1_genebody,H3K4me3_genebody,H3K9ac_genebody,H3K27ac_genebody,H3K27me3_genebody,H3K36me3_genebody,H3K56ac_genebody,H2AZ_up,H3K4me1_up,H3K4me3_up,H3K9ac_up,H3K27ac_up,H3K27me3_up,H3K36me3_up,H3K56ac_up,WGD
Zm00001d053162,1.0,III,0.659784,0.711765,2.1983009984577406,0.3621398854590938,0.0287,0.1927,0.1491,149.0,35468.0,165.801,0.4,0.06,0.01,0.0,0.79,0.20500000000000002,0.395,0.835,0.275,0.6799999999999999,0.64165,0.1488,1.0,1.0,1.0,0.875,0,0.15980000000000003,0.768,1.0,1.0,0.0,0.0,1.0,0.0,0.0025196153018538,-0.000211829747551,0.0092858041782527,-0.000821776186494,-0.0036136406327539,-0.001589361536792,-0.0042736781000605,-0.0020703687200815,-0.0348668478672235,0.5380137045621696,0.2017514264436516,0.0816808330113819,0.159863997404401,-0.0319084838616003,0.5985430811824564,0.0659060127843506,-0.016600300379958,-0.0567303583039826,-0.0563409587931136,-0.0119251883882592,0.1123702822785267,-0.0061779684785959,-0.0718851600911128,0.0158779878808253,0
Zm00001d053173,1.0,III,0.488193,0.44,2.2186434789878557,0.3272290775995601,0.0487,0.1995,0.2443,46738.0,425277.0,61.3513,0.4,0.035,0.01,0.0,0.655,0.635,0.005,0.9,0.8049999999999999,0.5700000000000001,0.2986,0.13335,1.0,1.0,1.0,1.0,1240,0.6156,0.16075,1.0,1.0,1.0,0.0,0.0,0.0,-0.0499622473927916,-0.0047771657482195,-0.0641611827954076,-0.002427774820281,0.0180909960240635,-0.0334211374288503,-0.0694879843072959,-0.000835578122466,0.1420368109538823,0.692380427115287,0.3957364992604155,0.2325775972095002,0.5502002912612849,-0.0144399169093607,0.8660495625594671,0.5016863847964819,-0.0393576135003924,-0.0991870123300245,-0.0274602869830209,-0.0436209034018294,-0.0234762113073723,-0.0113674760204167,-0.1105828129629113,-0.0310384847410572,0
Zm00001d053177,1.0,III,0.537037,0.43,5.375152561287851,0.2789177836351494,0.0023,0.2027,0.0115,22145.0,43438.0,22.035,0.4,0.035,0.035,0.0,0.7,0.77,0.015,0.7749999999999999,0.9299999999999999,0.485,0.2361,0.49465000000000003,1.0,1.0,1.0,1.0,711,0.6219999999999998,0.16149999999999998,1.0,1.0,0.0,0.0,1.0,0.0,-0.0538388567050288,-0.0780563709575732,-0.0985219335293044,-0.0356942918950998,-0.073276410203949,-0.0104902922257808,-0.0982983187064526,-0.049267721924324,0.1994124737171705,0.4163064457073824,1.115693817831338,0.5461154363339938,0.9766909825016836,-0.0013312530414132,1.137272964387644,0.5358403224909178,0.0139073409563983,-0.0090364852844805,0.1124910064837814,0.0672747938035609,0.1221205519018674,0.0338339228255313,0.0272748705566982,0.0915392795199351,0
Zm00001d053178,1.0,III,0.458429,0.347059,1.9126756387740105,0.4909431810361772,0.0484,0.1081,0.4476,2326.0,81259.0,17.2814,0.4,0.07,0.0,0.0,0.30500000000000005,0.23500000000000001,0.005,0.765,0.665,0.8,0.53355,0.049100000000000005,1.0,1.0,1.0,1.0,7485,0.1485,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1314657655271545,0.1829256683335477,-0.0347690595251658,0.0036871646292608,0.1684677169535199,-0.0502938380393513,-0.0490751847611655,0.0986648634835616,0.1830567261821201,0.7024519904302757,0.0309807151189895,0.0342419237200577,0.126983996529716,-0.0084208107231407,0.6749695220341705,0.0532784803652014,0.328797527995019,0.6090788402221795,0.4610229043280417,0.1688044762975341,0.3960800931725075,-0.0143530427106432,0.804619310808166,0.3584172938945285,0
Zm00001d053192,1.0,III,0.670078,0.55,0.0043801634860464,0.9914350092802866,0.0591,0.2179,0.271,130381.0,990.0,12.9347,0.39,0.035,0.065,0.0,0.76,0.52,0.0,0.73,0.62,0.015,0.55,0.8344499999999999,1.0,1.0,1.0,1.0,353,0.038,0.46149999999999997,0.76,1.0,1.0,0.0,0.0,0.0,-0.0499524555975862,-0.0539671840025196,-0.0647348443000568,-0.0195070737393655,-0.0667116652008489,0.00949831055895,-0.0940125334752176,-0.0704960787492309,0.3610216898729059,0.155125973059595,0.5705086338853802,0.0570030477435028,0.1748279833909068,0.162297170259139,-0.0456057542735055,0.1333737048018617,0.158037604173869,0.0027100986021376,0.0387782576640515,0.0404133180782591,0.0602450691956109,0.0118766927677492,-0.043017421542263,-0.0066266336504346,0
Zm00001d053017,1.0,III,0.506352,0.36,1.3222393215766564,0.6361410663489918,0.0093,0.207,0.0451,132110.0,13026.0,17.741,0.54,0.045,0.035,0.0,0.775,0.585,0.035,0.84,0.755,0.38,0.4238,0.4349,1.0,1.0,1.0,1.0,710,0.187,0.42699999999999994,1.0,1.0,0.0,0.0,0.0,1.0,-0.0854270599697129,-0.0808868697881781,-0.1271712145039963,-0.0949451773111612,-0.1017835335421853,-0.1132970614050903,-0.1432728787715692,-0.1192099530141258,0.1072433930817992,0.6419307324721477,0.5731501015218731,0.1553298254477021,0.4876831113386671,-0.0766010854170243,1.0644332069272202,0.4170887325291755,-0.0443228427854642,-0.0662032928949067,-0.0072913932481415,0.012949569569635,0.0575475569093226,-0.0111359361772798,-0.0733081544924377,0.0551316606924017,0
Zm00001d053028,1.0,III,0.510228,0.57,1.0040662524712245,0.4080671224751022,0.0395,0.1504,0.2624,567415.0,63877.0,11.0438,0.33,0.125,0.005,0.02,0.615,0.48,0.57,0.705,0.605,0.8200000000000001,0.8467,0.0791,1.0,1.0,1.0,1.0,0,0.68435,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4392060731580048,0.1950144156779824,0.2307749916635169,0.3814043234995304,0.752422779213486,0.0444757523406273,-0.0708201367544634,0.8189794739913916,0.0327071598513782,1.799413146301844,0.3645677763457124,0.1644909170898472,0.2167810441564637,-0.0744539014179731,1.978487352839851,0.2520949728351123,0.2140394767107522,-0.0559488307664622,-0.0193907889829215,0.0767665815105946,0.2723315500959126,0.0177540723393316,-0.0866686641721248,0.0968284890459658,0
Zm00001d053038,1.0,III,0.493522,0.311765,2.772523790680084,0.2414820787984858,0.0203,0.1184,0.1713,352104.0,285183.0,7.66892,0.26,0.015,0.01,0.01,0.8049999999999999,0.43000000000000005,0.45,0.85,0.69,0.835,0.08285000000000001,0.09415,1.0,1.0,1.0,1.0,4825,0.1315,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.0793123476509909,-0.0770516430697887,-0.089386046562617,-0.0645587731102964,-0.092726109108888,-0.0093923656901038,-0.1062402808661262,-0.0644776715286494,-0.2455218506710199,1.9260948236911648,0.2311500585042913,0.0305108791148592,-0.0055112469331148,-0.0576983029005252,2.301011052080633,-0.0448119616025554,-0.079780799907549,-0.0836618508720951,-0.0301699739569704,0.0238060957913981,0.0610606567411728,-0.0608136402970213,-0.0891856760432315,0.0301837181664894,0
Zm00001d053041,1.0,III,0.483447,0.44,1.6608826155796788,0.4190980643353243,0.0293,0.0957,0.3065,465872.0,186797.0,7.66892,0.24,0.015,0.015,0.0,0.87,0.745,0.10500000000000001,0.95,0.875,0.7,0.14329999999999998,0.12915,1.0,1.0,1.0,1.0,0,0.0,0.23799999999999996,0.0,1.0,0.0,1.0,0.0,0.0,-0.0878917412036577,-0.088484142354801,-0.0966468778408726,-0.0364342924032487,-0.088556409145007,-0.1024547500526957,-0.1260785296126667,-0.1001033096338802,-0.0162742709045307,1.20683739638003,0.2019724089865902,0.080165941574763,0.3122196736036952,-0.0736445144753441,1.438324787965809,0.1624216043746002,-0.0133616527352483,-0.0351482643830569,0.0358797292859394,0.0031594809347223,0.0314651652458434,-0.0115149357849307,-0.0378252405049436,0.0107149458399515,0
Zm00001d053049,1.0,III,0.713762,0.735294,0.9745010395984228,0.7647650660456143,0.0364,0.9319,0.0391,113.0,418.0,71.9356,0.17,0.01,0.03,0.07,0.435,0.81,0.22,0.43,0.815,0.105,0.10235,0.31035,1.0,1.0,1.0,1.0,700,0.0,0.6275,0.0,1.0,0.0,0.0,1.0,0.0,0.083298571427556,-0.0605549871476757,-0.0529191079414409,0.02324365352948,0.0031826424642622,0.012216607141589,-0.0932418665152724,-0.0523359721272561,0.4587558044854373,0.042278287479081,0.2805851371154794,0.0674880020271768,0.2483583795969483,0.3459856262415214,-0.058246632187401,0.1287423130642427,0.4888163356251038,-0.0351070850515426,-0.0270308816720267,0.0663502726295626,0.1350301958866517,0.778449074609738,-0.0685535955611648,0.0581021010472048,0
Zm00001d053060,1.0,III,0.668973,0.64,0.9490997691655696,0.7064862095975919,0.0675,0.4836,0.1397,51.0,393.0,60.8918,0.05,0.03,0.025,0.0,0.365,0.6699999999999999,0.0,0.5700000000000001,0.75,0.0,0.3333,0.2133,1.0,1.0,1.0,1.0,0,0.17000000000000004,0.539,1.0,1.0,1.0,0.0,0.0,0.0,-0.0591624430128939,-0.0779997782590983,-0.0608066086314433,-0.0150172324910264,-0.0689490520362308,0.0011511413563553,-0.0881928540346002,-0.055235984265159,0.3095719968689431,-0.0002602211214445,0.9190526941005656,0.2412169257599725,0.4379250559986582,0.0804774281149722,0.0336667083760086,0.2953659415047005,0.002164953157812,-0.077348762826919,0.0024031687503825,0.0224483154975627,0.1587591379693511,0.1309539414639797,-0.0745264189722538,-0.0167117872377261,0
Zm00001d053076,1.0,III,0.455385,0.61,2.545034116216768,0.5498932673048342,0.0288,0.1085,0.2652,81984.0,260102.0,34.4575,0.0,0.035,0.015,0.01,0.75,0.78,0.6,0.835,0.885,0.885,0.25795,0.14225000000000002,1.0,1.0,1.0,1.0,0,0.47450000000000003,0.08779999999999999,1.0,0.74,0.0,0.0,1.0,0.0,-0.026131332480944,-0.0425341121054865,-0.017291295246975,0.0139160846603052,-0.0578762732053283,-0.0110779123089509,-0.0735522644601053,-0.0471774413680013,-0.2425832707746767,1.7012689808069985,0.1869539272667303,0.0227510554999101,-0.1110936086564339,-0.0754771018206203,1.664671482860707,-0.1298466687028789,-0.0160333535125772,-0.0767196535488292,-0.0127695574246339,0.0154163466663714,0.0604706056129707,-0.0421958412421595,-0.0406589772770113,0.0482847978676746,0
Zm00001d049224,1.0,III,0.686717,0.63,1.565178234723569,0.7091952003683717,0.0397,0.1402,0.2829,59.0,6251.0,12.4752,2.54,0.095,0.02,0.0,0.765,0.5700000000000001,0.0,0.8400000000000001,0.725,0.055,0.69495,0.16215000000000002,1.0,1.0,1.0,1.0,2208,0.5790000000000001,0.36450000000000005,1.0,1.0,0.0,0.0,1.0,0.0,0.0048025394674117,-0.1199802491494771,-0.0744300705870872,-0.0486803014114736,-0.0169983131312224,-0.077366988263789,-0.1550181663818018,-0.061632752992775,0.2451102388004895,0.0227061176143491,0.9379843374618364,0.2368349442861055,0.5087226908480804,0.0262755265127917,0.2121575450161613,0.3608201067561458,0.0672839571884596,-0.0526390464947934,0.0259246818690389,0.0269678219852267,0.0983829087206722,0.0076256624138899,-0.0548241547667802,0.0348430702697572,0
Zm00001d049223,1.0,III,0.521772,0.63,3.788428668429325,0.3435045471746771,0.0202,0.1034,0.1951,149.0,193567.0,21.5228,2.67,0.030000000000000002,0.015,0.005,0.165,0.695,0.255,0.29000000000000004,0.805,0.835,0.445,0.19585,0.84335,1.0,1.0,1.0,3114,0.0785,0.265,1.0,1.0,0.0,1.0,0.0,0.0,-0.1090743352921733,-0.1027380024023631,-0.1044002435109419,-0.0003516370493135,-0.1070443247979613,-0.0677152083072418,-0.1349376148508244,-0.101597594149403,-0.1065899832621736,1.6938364194995503,0.184642319279244,0.1198513250855406,0.3424164796676814,-0.0178469613567027,1.8760234578077444,0.2253050325714514,0.3918448757495286,-0.1178232052738699,-0.0609569415999882,-0.0409421999383478,0.03174282157112,0.1016734608796723,-0.1195115396159067,-0.0180933606470638,0
Zm00001d049239,1.0,III,0.59808,0.66,8.426600459158493,0.167893295573599,0.0041,0.322,0.0126,7.0,696.0,18.2005,1.82,0.045,0.025,0.01,0.78,0.79,0.04,0.79,0.9199999999999999,0.12,0.6354500000000001,0.1437,1.0,1.0,1.0,1.0,1390,0.0,0.5665,0.0,1.0,0.0,0.0,1.0,0.0,-0.0074699959874107,-0.0095292167436719,-0.0059011854570858,-0.0041115939292306,-0.004712673490265,-0.0095292167436719,-0.0087472166925964,-0.0056839032496555,0.0319632045280702,0.0907800259973041,1.954157664623564,0.5762505032597021,0.8345963181334872,0.0691974780912474,0.8561515443884506,0.5031119657600269,-0.0891486210488163,-0.1096648928515704,-0.0577239295920733,-0.0328363336242635,-0.014487237772285,-0.0319717402646726,-0.0982222412512071,-0.0693833595745777,0
Zm00001d049208,1.0,III,0.521647,0.62,5.177138516220131,0.1983749527940038,0.0317,0.1517,0.2091,64.0,64828.0,25.8694,2.83,0.025,0.025,0.005,0.865,0.65,0.055,0.895,0.745,0.725,0.16110000000000002,0.2958,1.0,1.0,1.0,1.0,0,0.3625,0.8275,1.0,1.0,0.0,1.0,0.0,0.0,-0.071567132356657,-0.0923153751939524,-0.0969104630506797,-0.071921697798202,-0.0590590226164433,-0.0212429924342686,-0.1149983469379254,-0.0799318614421069,-0.2606037405524797,1.4792002003614022,0.2530740039086498,-0.1157210525568287,0.0662897496752591,-0.0659951768268341,2.134222995126568,-0.0591515814819888,-0.0814376227034175,-0.0820150266957577,-0.0718152285896153,-0.0385887401376289,-0.077879648827002,-0.029879592937872,-0.0921002095321264,-0.044493070487732,0
Zm00001d032328,1.0,III,0.523179,0.54,2.34874004049308,0.4432758635081973,0.0662,0.0989,0.6691,95615.0,417.0,8.58804,1.06,0.14,0.0,0.005,0.78,0.01,0.21,0.925,0.13,0.76,0.48335,0.0464,1.0,0.225,1.0,0.92855,129,0.7685000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2198715544430639,0.0898009254923574,0.5012141720470757,0.1856159104422017,0.4789462763854707,-0.0088358842240174,0.301608041653788,0.3731796608558314,-0.0336532161610663,0.9524262620352592,0.334987455564702,0.1672964578075429,0.404784257598579,-0.0813067544630042,1.3430734399083497,0.219621518196522,-0.005079286314462,-0.0094298762658623,0.0499470300274505,0.0617134650946756,0.0783245647684123,0.000331957748248,0.0180942461913858,0.0979852568667736,0
Zm00001d032267,1.0,III,0.456183,0.34,2.905550932405944,0.2810767165887325,0.052,0.1575,0.3305,83450.0,49613.0,7.20936,1.36,0.030000000000000002,0.065,0.005,0.56,0.265,0.065,0.755,0.45,0.67,0.31445,0.6236,1.0,1.0,1.0,1.0,0,0.05999999999999999,0.5605,1.0,1.0,0.0,1.0,0.0,0.0,0.076939114898815,-0.0220959794575489,0.0193472319355353,0.0235360507059753,0.1736565888666722,-0.0482653657177974,-0.0993709096170655,0.0264130720882725,0.047621627148037,1.051200890619291,0.328661956453643,0.110007133411174,0.4049294761697785,-0.1103881728021944,1.458806747919243,0.2539513731890964,0.1622244366750943,-0.0690789795438778,-0.0209657914455048,-0.0029567826010336,0.1255753434139168,-0.0004069134566036,-0.0861929696921819,0.0556206371401141,0
Zm00001d032268,1.0,III,0.534167,0.564706,3.025935884193718,0.3248206860104735,0.0277,0.1519,0.1822,112068.0,18768.0,7.20936,1.36,0.02,0.1,0.015,0.66,0.51,0.29500000000000004,0.6699999999999999,0.625,0.8,0.1625,0.55655,1.0,1.0,1.0,1.0,1429,0.265,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1453707719940422,0.0018917917909267,0.3535313246385824,0.1466642394555593,0.3793707770261464,-0.0314279988520154,0.2376364250302828,0.2313960293715565,0.0390918126384044,1.096009787166955,0.3318860370758505,0.10513551349257,0.1807027457456095,-0.0178382657554267,1.2860811272855217,0.1319533060451574,-0.0015354922780602,-0.0799990348225144,0.0357234202457475,0.0202513521871877,0.1039465992712438,-0.0304047317456561,-0.0428689175829905,0.0716175122385854,0
Zm00001d032280,1.0,III,0.492866,0.52,4.349874858307012,0.2151540495258564,0.0288,0.1155,0.2497,181053.0,240234.0,21.1158,1.34,0.13,0.025,0.005,0.535,0.77,0.16,0.665,0.875,0.675,0.6677500000000001,0.25,1.0,1.0,1.0,1.0,0,0.27949999999999997,0.9490000000000001,1.0,1.0,1.0,0.0,0.0,0.0,-0.0115739735470687,-0.0164763807599453,0.0111099367201515,0.0100921570428553,-0.0202913551622718,-0.0064279008555605,-0.0219954737535983,-0.0203805027957208,0.0295583482536478,0.5773738121672506,0.4153343875371998,0.2536051135863327,0.5338754918551509,-0.0056975952554717,0.9489672114631708,0.3592150292921742,0.003509602852206,-0.1178854038995453,-0.0278523495473532,-0.0217720497313998,0.0792261387858143,-0.0504301038017176,-0.1054235643847829,-0.0251086975716138,0
Zm00001d032286,1.0,III,0.593651,0.68,0.0086040810394748,0.9790861888134764,0.0599,0.3007,0.1992,20793.0,33541.0,10.5316,1.32,0.01,0.03,0.0,0.27,0.605,0.0,0.365,0.8,0.0,0.16435,0.33094999999999997,0.9,1.0,1.0,1.0,8446,0.0,0.143,0.0,1.0,1.0,0.0,0.0,0.0,-0.0494058860115455,-0.1179626244864924,-0.1060572205767448,-0.0401416745104663,-0.0781873633710865,0.6742308284703833,-0.1493385679535425,-0.0826653710263036,0.6021377802640397,0.1867989643139817,0.6046329284722511,0.1773370728974431,0.2340217880531512,0.7132194068189087,-0.0567749215585339,0.1617692731258544,0.3193971504305773,-0.0579376184219516,-0.0259350922560467,-0.0247361011433162,0.1108349624923741,0.4553688809328566,-0.1206529460930409,-0.0323265589873916,0
Zm00001d032292,1.0,III,0.747368,0.53,3.869521410986093,0.4793984327543029,0.0319,0.4343,0.0735,60.0,58.0,9.10026,1.3,0.015,0.065,0.0,0.73,0.48,0.0,0.8200000000000001,0.71,0.0,0.1333,0.33465,1.0,0.86785,1.0,1.0,0,0.0,0.804,0.0,1.0,1.0,0.0,0.0,0.0,0.026751369866693,-0.0213619186853751,0.0185362153206145,0.0048516075358595,0.0352883500222614,0.0130449408619947,-0.0188270265569024,-0.015219527850916,0.2352801539502747,-0.013991530557865,0.6021859140328123,0.1347682969844272,0.2498587438389613,0.0631320634340781,0.0446018472297729,0.2039948777763561,-0.022322855897443,-0.0680155145150474,-0.0511186778969985,0.0215838177925227,-0.0182968700411996,-0.0189914987883497,-0.1033612192164169,-0.0322767302535216,0
Zm00001d032304,1.0,III,0.46332,0.388235,1.299250020368221,0.6126820958119185,0.0697,0.1435,0.4858,308377.0,57673.0,11.9629,1.22,0.045,0.055,0.0,0.735,0.795,0.025,0.88,0.925,0.495,0.3478,0.35209999999999997,1.0,1.0,1.0,1.0,0,0.2710000000000001,0.8109999999999999,1.0,1.0,1.0,0.0,0.0,0.0,-0.037351817621601,-0.0597196974258623,-0.0241036517014089,-0.0117685864189134,-0.0721073803505495,-0.0016748594712609,-0.086842596731485,-0.0272722435438841,0.4955018427397589,0.7684130964769259,0.362269287859676,0.0428270556462877,0.3517944664723946,-0.1085164218931677,0.9422615634868884,0.2641051802666819,-0.0178520968674193,-0.0885033902248959,-0.011019698356906,-0.0627554527084905,-0.0308355820931853,-0.0393372243054167,-0.055871772044011,-0.0361470934763259,0
Zm00001d032306,1.0,III,0.658683,0.51,1.1727028671293724,0.422527305540508,0.0712,0.2485,0.2864,42.0,52058.0,11.5034,1.21,0.055,0.04,0.04,0.53,0.635,0.185,0.615,0.81,0.395,0.53335,0.39580000000000004,1.0,1.0,1.0,1.0,581,0.0,0.7325,0.0,1.0,0.0,0.0,1.0,0.0,-0.0100398955150086,-0.0111007723745616,-0.0227792104567407,0.0076326651666826,-0.0183580912135617,-0.0025081941896112,-0.0247370494750117,-0.0045745439631833,0.2822222002630303,0.5850988991105159,0.4980550524701394,0.1985139266507625,0.4894756320343113,-0.0259404937487696,0.4934090937942734,0.44218071009451,0.2544083854408333,-0.0413168876378947,0.3930195950063821,0.3079746853871729,0.6776039760599052,-0.0372900063370112,-0.0435092570921623,0.6242769907688788,0
Zm00001d032311,1.0,III,0.442263,0.5,2.555250313977886,0.3910022877765426,0.0219,0.1325,0.1656,1463.0,53955.0,9.55982,1.15,0.030000000000000002,0.005,0.01,0.7150000000000001,0.045,0.01,0.925,0.215,0.445,0.29995,0.12545,1.0,0.57895,1.0,0.9583,0,0.9852,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.697301663150652,0.4145143975424692,0.11579156442823,-0.0345700094163558,0.167817211284047,-0.0950151852110314,-0.1236311608617793,0.1557028481748305,0.7739915114603124,0.6967022234097832,0.6203095839129416,0.2928744280656676,0.7044114766403546,-0.0438746751822185,0.4236737454245097,0.5496843340234363,-0.0109393428077748,-0.0098147158128221,0.0065836167706374,0.0030844230384315,0.0351381548784224,-0.0038198052654551,-0.0130947658028148,0.022874390421841,0
Zm00001d032316,1.0,III,0.640836,0.482353,2.2213775623604914,0.5901281314124752,0.0261,0.2626,0.0992,315868.0,50946.0,44.9891,1.14,0.04,0.01,0.02,0.815,0.675,0.195,0.88,0.875,0.22,0.65835,0.15175,1.0,1.0,1.0,1.0,2481,0.43300000000000005,0.1505,1.0,1.0,1.0,0.0,0.0,0.0,-0.0624862336407433,-0.0303841410842907,-0.0691951533596608,-0.0742913747374365,-0.0666897794969191,-0.0429021508668527,-0.1194364638802141,-0.1030747625460835,0.2649042183456428,0.4642308799730714,0.6425056025174808,0.2227394045649045,0.518192940767848,0.0197558018849721,0.7157728415808974,0.5834684755031658,-0.0868785376022638,-0.1119465120013457,-0.0499429761521578,-0.0328553794015228,-0.0314373382368279,-0.04083126256523,-0.1183271474007582,-0.0446306607184571,0
Zm00001d032317,1.0,III,0.45034,0.44,0.0049284542261587,0.9628435813598728,0.0261,0.1005,0.26,253436.0,106232.0,44.9891,1.13,0.035,0.02,0.02,0.73,0.27,0.32999999999999996,0.8200000000000001,0.39,0.46,0.5119,0.25965,1.0,1.0,1.0,1.0,0,0.9154500000000002,0.20199999999999996,1.0,1.0,0.0,1.0,0.0,0.0,0.2354445228575171,-0.0589793725928439,0.1155372279629337,0.2366450543425103,0.5652884106171628,-0.0227106621359866,-0.106145672522966,0.5012361561250219,0.4589400905124904,0.389565265565161,0.1326765426314047,0.0753520790205307,0.2778511561652912,-0.0453784586202339,-0.0065792447847246,0.2661249836363742,0.0252871331377439,-0.0195752640258941,-0.0174611294330264,0.0126591784269224,0.0178566559921898,0.0180070910562006,-0.0509119155584522,-0.002126877117292,0
Zm00001d032319,1.0,III,0.497693,0.45,3.2207748170620474,0.2100436209975445,0.0375,0.1397,0.2682,210112.0,155445.0,11.5034,1.12,0.065,0.02,0.0,0.65,0.59,0.0,0.81,0.6950000000000001,0.8049999999999999,0.56125,0.1717,1.0,1.0,1.0,1.0,2438,0.07055,0.0,0.74,0.0,0.0,0.0,1.0,0.0,-0.0430420266413578,-0.0295009260251833,-0.039746983317476,0.0143965285056696,-0.0385507285550131,-0.0248444371942202,-0.0451649056626483,-0.0185978645507243,-0.0625932676759523,0.9224893910933633,0.3032394052854275,0.0597736687277149,0.1919984802299271,-0.053080737746545,1.3390464601979055,0.029000010987235,-0.0549536671501003,-0.1151051022069977,-0.0646036260132412,-0.0566264343397487,-0.0143328422080314,-0.0422658091036394,-0.1220098413510845,-0.0303620012293313,0
Zm00001d032263,1.0,III,0.550162,0.45,4.0858301450813945,0.2236936913153489,0.0425,0.2988,0.1422,107822.0,10969.0,17.6883,1.37,0.035,0.015,0.0,0.8049999999999999,0.6950000000000001,0.0,0.8200000000000001,0.915,0.0,0.42225,0.20829999999999999,1.0,1.0,1.0,1.0,147,0.0695,0.14550000000000002,1.0,1.0,0.0,1.0,0.0,0.0,-0.0225150709908808,0.7869036153829809,0.2320318843835259,0.0659879937181605,0.128634495098969,-0.0182932827084229,1.1536544130975763,0.0153615924422239,0.1341765489952728,0.031911420881368,1.43139399110743,0.9838871730445108,1.469694386260759,0.0279547249094593,0.8962486375290636,1.8962758789222025,-0.0303793455818309,-0.087605457606919,0.019120723436698,0.0799169001876391,0.0291127536048509,-0.0271799681873327,-0.0632265682955812,0.0711648109458449,0
Zm00001d032262,1.0,III,0.524652,0.45,1.2100124379881931,0.3324836381295057,0.0403,0.1395,0.2885,160852.0,106483.0,9.55982,1.37,0.060000000000000005,0.045,0.0,0.46,0.36,0.0,0.61,0.6399999999999999,0.665,0.4324,0.47945,1.0,1.0,1.0,1.0,12719,0.0605,0.4549999999999999,1.0,1.0,0.0,0.0,1.0,0.0,-0.0650776430018725,-0.0758831161844846,-0.0860200369311083,-0.0327282788265825,-0.0499334381606201,-0.0197909325058052,-0.1182551060082587,-0.0393936017758589,0.0562800225757529,0.5231349056096803,0.6495536763882019,0.1725167849878851,0.4063622459422242,0.0411806945819077,0.8856640132954483,0.4435640711397017,-0.0596207920034415,-0.0978978327380637,-0.0430375956261351,-0.0685091729061185,-0.0182597301984121,-0.0680283423932819,-0.1200713397469289,-0.0364638520615734,0
Zm00001d032257,1.0,III,0.510191,0.5,5.880265151150849,0.1211416484462202,0.0124,0.132,0.0939,88638.0,82511.0,23.4663,1.38,0.125,0.045,0.0,0.45999999999999996,0.5549999999999999,0.005,0.64,0.75,0.565,0.9821500000000001,0.24995,1.0,1.0,1.0,1.0,5868,0.26230000000000003,0.2925,1.0,1.0,0.0,0.0,1.0,0.0,0.0067984129845975,-0.0464111565101045,-0.0727842296014015,-0.0196706359630405,0.0446548593502726,-0.0273574060083588,-0.0782113698114208,-0.0304390194271975,0.022922543880686,0.8194997940834685,0.3476759986435376,0.0649097603160442,0.2698503122654561,-0.0212588414534715,1.2092955063334838,0.1618967163753089,0.1377724879292725,-0.1034520386210356,-0.0711418576678158,-0.024382259488304,0.1068110115641232,-0.0897297174524345,-0.1248662965800246,-0.0369306767805797,0
Zm00001d032250,1.0,III,0.593245,0.54,2.212243736695596,0.5348522029937253,0.0741,0.2311,0.3208,89793.0,132007.0,61.3513,1.39,0.075,0.01,0.005,0.6,0.73,0.015,0.75,0.89,0.14,0.6389,0.0953,1.0,1.0,1.0,1.0,477,0.4155,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.0975197114388497,-0.1420597850220336,-0.1473026004386794,-0.0909968458482822,-0.1270031593358903,-0.1075624041464347,-0.154318522061285,-0.1086390630023375,0.4706759594433789,0.3382181749406877,0.2095318609183368,0.091084176913644,0.3796789077377042,0.0311015601218229,0.134517369780904,0.2334834495743472,0.0783578227860718,-0.0470571444437864,0.0239766686844051,0.0482761351561895,0.132907388773163,0.1034726715799884,-0.0472339337290732,0.0583495998887137,0
